"codigo_producto","descripcion_producto","ingrediente_forma","tipo_proyecto","subcategoria","categoria","tamaño_corte","peso_neto_caja","tamaño_paquete","cantidad_paquetes","peso_neto_paquete","caja_tipo_id","id_sencillo","caja_grosor_mm","caja_interior_largo","caja_interior_ancho","caja_interior_alto","caja_exterior_largo","caja_exterior_ancho","caja_exterior_alto","pallet_alto","pallet_ancho","pallet_largo","cantidad_cajas_alto","cantidad_cajas_largo","cantidad_cajas_ancho","cantidad_cajas_total","utilizacion","volumen_interior_caja_mm3","volumen_exterior_caja_mm3","volumen_pallet_mm3","perimetro_caja_m","headspace_max_pct","ect_n_m","carga_max_kg","volumen_producto_canal_servicios_comida","volumen_producto_canal_minorista","volumen_producto_canal_cadenas_corporativas","volumen_producto_canal_otros","volumen_producto_total","volumen_producto_planta_buenos_aires","volumen_producto_planta_curitiba","volumen_producto_planta_santiago","volumen_producto_planta_monterrey","volumen_producto_planta_bakersfield","cantidad_pallets_planta_buenos_aires","cantidad_pallets_planta_curitiba","cantidad_pallets_planta_santiago","cantidad_pallets_planta_monterrey","cantidad_pallets_planta_bakersfield","cantidad_pallets_total","costo_total_planta_buenos_aires","costo_total_planta_curitiba","costo_total_planta_santiago","costo_total_planta_monterrey","costo_total_planta_bakersfield","costo_pallets_planta_buenos_aires","costo_pallets_planta_curitiba","costo_pallets_planta_santiago","costo_pallets_planta_monterrey","costo_pallets_planta_bakersfield","costo_pallets_total","costo_total","capas_apiladas","peso_capas_superiores_kg","cumple_resistencia","utilizacion_cajas"
"BR0265","Gajos de brocoli - clasico - Caja de 5 packs de 2,5 kg | Ref SF8","Gajos de brocoli","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"3b9cad8a30970ffa68683f11cb2734ba",43,4.1,383,248,184,391.2,256.2,192.2,1800,800,1200,9,2,4,72,0.802638732,17477056,19263329.568,1728000000,1.2948,0.08,1200,158.385321100917,68585,0,0,0,68585,0,0,68585,0,0,0,0,953,0,0,953,0,0,40122.225,0,0,0,0,142950,0,0,142950,40122.225,9,100,TRUE,0.00392428793499317
"BR0266","13 bolsas de 0,75 kg | Espirales de brocoli","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",9.75,"13 X 0,75 KG",13,0.75,"4989f7c44b56191eebb2c0b95763c0db",54,2.7,395,296,250,400,301.4,255.4,1800,800,1200,7,2,3,42,0.748392944444444,29230000,30791024,1728000000,1.4028,0.06,730,104.387767584098,0,32727,0,0,32727,0,32727,0,0,0,0,780,0,0,0,780,0,15708.96,0,0,0,0,117000,0,0,0,117000,15708.96,7,58.5,TRUE,0.00111963735887787
"BR0267","5 bolsas de 2,5 kg | Bastones rectos de brocoli con cabo, crocante","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"5c09a821f787019adf0ee74c5cc31985",72,4.1,385,255,318,393.2,263.2,326.2,1800,800,1200,5,2,4,40,0.781447136296296,31219650,33758516.288,1728000000,1.3128,0.08,1200,160.587155963303,161176,0,0,0,161176,0,0,161176,0,0,0,0,4030,0,0,4030,0,0,83811.52,0,0,0,0,604500,0,0,604500,83811.52,5,50,TRUE,0.00516264596175806
"BR0268","BonsaiGreen Bastones rectos de brocoli 9x9 mm 5 x 2,5 kg | Ref 5JJ","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",12.5,"5X2,5 KG",5,2.5,"55b52b97c05b19dbbbefa191622fe36a",66,4.1,386,286,179,394.2,294.2,187.2,1800,800,1200,9,2,4,72,0.904594392,19760884,21710265.408,1728000000,1.3768,0.08,1200,168.415902140673,0,327106,0,0,327106,167630,0,0,159476,0,2329,0,0,2215,0,4544,76271.65,0,0,82927.52,0,349350,0,0,332250,0,681600,159199.17,9,100,TRUE,0.0165532068302208
"BR0269","BonsaiGreen Bastones rectos de brocoli 9x9 mm 11 x 1 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",11,"11 X 1 KG",11,1,"9a88ed4806deaa5c9b3abac82886d23a",112,4.1,386,286,184,394.2,294.2,192.2,1800,800,1200,9,2,4,72,0.928755567,20312864,22290133.608,1728000000,1.3768,0.08,1200,168.415902140673,0,91498,0,0,91498,47704,0,0,43794,0,663,0,0,609,0,1272,27906.84,0,0,28466.1,0,99450,0,0,91350,0,190800,56372.94,9,88,TRUE,0.00450443620358016
"BR0270","Bastones rectos de brocoli 9x9 mm - crocante - Caja de 5 packs de 2,5 kg | Ref 0DP","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"614801e8bbdec32546c0d92055dfb596",79,4.1,388,288,194,396.2,296.2,202.2,1800,800,1200,8,2,4,64,0.878854361777778,21678336,23729067.768,1728000000,1.3848,0.08,1200,169.394495412844,0,50204,0,0,50204,0,32403,17801,0,0,0,507,279,0,0,786,0,21061.95,12727.715,0,0,0,76050,41850,0,0,117900,33789.665,8,87.5,TRUE,0.0023158604055219
"BR0271","13 bolsas de 0,75 kg | Bastones rectos de brocoli 9x9 mm crocante","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",9.75,"13 X 0,75 KG",13,0.75,"48d2fa87ef6ac189e633680672b6132e",52,4.1,386,286,199,394.2,294.2,207.2,1800,800,1200,8,2,4,64,0.889990304,21968804,24029738.208,1728000000,1.3768,0.08,1200,168.415902140673,0,51599,0,0,51599,0,27922,23677,0,0,0,437,370,0,0,807,0,14519.44,10773.035,0,0,0,65550,55500,0,0,121050,25292.475,8,68.25,TRUE,0.00234873960366709
"BR0272","BonsaiGreen Brocoli zigzag 13 x 0,75 kg","Brocoli zigzag","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",9.75,"13 X 0,75 KG",13,0.75,"72188210fb21e6ddf6d4aba9a9301c48",94,4.1,388,288,239,396.2,296.2,247.2,1800,800,1200,7,2,4,56,0.940139458222222,26706816,29010017.568,1728000000,1.3848,0.08,1200,169.394495412844,0,39097,0,0,39097,0,0,39097,0,0,0,0,699,0,0,699,0,0,25413.05,0,0,0,0,104850,0,0,104850,25413.05,7,58.5,TRUE,0.00146393340187014
"BR0273","5 bolsas de 2,5 kg | Bastones rectos de brocoli 6x6 mm crocante","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",12.5,"5 X 2.5 KG",2.5,2.5,"ad99ed562d5d808977b10fa512bfde8b",138,4.1,386,286,214,394.2,294.2,222.2,1800,800,1200,8,2,4,64,0.954420104,23624744,25769342.808,1728000000,1.3768,0.08,1200,168.415902140673,0,26831,0,0,26831,0,20493,6338,0,0,0,321,100,0,0,421,0,11988.405,4119.7,0,0,0,48150,15000,0,0,63150,16108.105,8,87.5,TRUE,0.00113571601029835
"BR0274","BonsaiGreen Bastones rectos de brocoli 6x6 mm crocante 13 x 1 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Fino",13,"13 X 1 KG",13,1,"c61dafed9b7d2c7f917d4debf65896c1",158,4.1,386,286,263,394.2,294.2,271.2,1800,800,1200,6,2,4,48,0.873668088,29034148,31452051.168,1728000000,1.3768,0.08,1200,168.415902140673,0,19222,0,0,19222,0,14930,4292,0,0,0,312,90,0,0,402,0,10674.95,2510.82,0,0,0,46800,13500,0,0,60300,13185.77,6,65,TRUE,0.000662048013256666
"BR0275","Gajos de brocoli - sazonado - Caja de 13 packs de 0,75 kg | Ref Y7V","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",9.75,"13 X 0,75 KG",13,0.75,"4f08f853cf7f9be28571df66a50bc322",60,4.1,388,288,164,396.2,296.2,172.2,1800,800,1200,10,2,4,80,0.935575674444444,18326016,20208434.568,1728000000,1.3848,0.08,1200,169.394495412844,0,61369,0,0,61369,0,61369,0,0,0,0,768,0,0,0,768,0,35900.865,0,0,0,0,115200,0,0,0,115200,35900.865,10,87.75,TRUE,0.0033487365720951
"BR0276","BonsaiGreen Gajos de brocoli sazonado 5 x 2,5 kg | Ref B13","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 x 2,5 kg",5,2.5,"116dda17a7b7fb82c62f462ef4a94218",6,4.1,386,286,164,394.2,294.2,172.2,1800,800,1200,10,2,4,80,0.92456763,18104944,19970660.808,1728000000,1.3768,0.08,1200,168.415902140673,0,66448,0,0,66448,0,66448,0,0,0,0,831,0,0,0,831,0,30233.84,0,0,0,0,124650,0,0,0,124650,30233.84,10,112.5,TRUE,0.0036701577204547
"BR0277","BonsaiGreen Brocoli en rejilla sazonado, con cabo 13 x 0,75 kg","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",9.75,"13 X 0,75 KG",13,0.75,"ab2be01db2336d90876b25f646f81b48",132,4.1,386,286,283,394.2,294.2,291.2,1800,800,1200,6,2,4,48,0.938097888,31242068,33771523.968,1728000000,1.3768,0.08,1200,168.415902140673,0,79676,0,0,79676,0,0,79676,0,0,0,0,1660,0,0,1660,0,0,36252.58,0,0,0,0,249000,0,0,249000,36252.58,6,48.75,TRUE,0.00255027932209865
"BR0278","5 bolsas de 2,5 kg | Brocoli en rejilla sazonado, con cabo | Ref SEK","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"ab2be01db2336d90876b25f646f81b48",132,4.1,386,286,283,394.2,294.2,291.2,1800,800,1200,6,2,4,48,0.938097888,31242068,33771523.968,1728000000,1.3768,0.08,1200,168.415902140673,0,68416,0,0,68416,0,0,68416,0,0,0,0,1426,0,0,1426,0,0,31129.28,0,0,0,0,213900,0,0,213900,31129.28,6,62.5,TRUE,0.00218986784101488
"BR0279","13 bolsas de 0,75 kg | Espirales de brocoli sazonado, con cabo","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",9.75,"13 X 0.8 KG",0.75,0.75,"c61dafed9b7d2c7f917d4debf65896c1",158,4.1,386,286,263,394.2,294.2,271.2,1800,800,1200,6,2,4,48,0.873668088,29034148,31452051.168,1728000000,1.3768,0.08,1200,168.415902140673,0,90724,0,0,90724,0,0,90724,0,0,0,0,1891,0,0,1891,0,0,53073.54,0,0,0,0,283650,0,0,283650,53073.54,6,48.75,TRUE,0.0031247343645145
"BR0280","5 bolsas de 2,5 kg | Espirales de brocoli sazonado, con cabo","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"ce9d9f5685ddf0df230b3137826b5cde",167,4.1,386,286,256,394.2,294.2,264.2,1800,800,1200,6,2,4,48,0.851117658,28261376,30640235.688,1728000000,1.3768,0.08,1200,168.415902140673,0,87449,0,0,87449,0,0,87449,0,0,0,0,1822,0,0,1822,0,0,39789.295,0,0,0,0,273300,0,0,273300,39789.295,6,62.5,TRUE,0.00309429378102467
"BR0281","11 bolsas de 1 kg | Tortitas de brocoli | Ref 1Y4","Tortitas de brocoli","Forma estable","Guarniciones - Tortitas","Guarniciones","Forma",11,"11 x 1,0 kg",11,1,"63849e2a342c002e41cdca735b7ffa35",82,4.6,381,283,229,390.2,292.2,238.2,1800,800,1200,7,2,4,56,0.880143574333333,24691467,27158716.008,1728000000,1.3648,0.1,1450,201.728848114169,0,19900,0,0,19900,19900,0,0,0,0,356,0,0,0,0,356,15323,0,0,0,0,53400,0,0,0,0,53400,15323,7,66,TRUE,0.000805946442955374
"BR0282","BonsaiVegetales Aros de brocoli crocante 13 x 0,5 kg","Aros de brocoli","Co-produccion","Snacks y aperitivos - Aros y Vegetales","Snacks y aperitivos","Forma",6.5,"13 X 0,5 KG",13,0.5,"1fe6b9010b30d1d429fc0c7a240159aa",22,2.7,395,296,255,400,301.4,260.4,1800,800,1200,6,2,3,36,0.654038,29814600,31393824,1728000000,1.4028,0.06,730,104.387767584098,0,19984,0,0,19984,3121,7105,4650,2342,2766,87,198,130,66,77,558,2059.86,4689.3,3069,1545.72,1825.56,13050,29700,19500,9900,11550,83700,13189.44,6,32.5,TRUE,0.000670275636768563
"BR0283","Dippers de brocoli - clasico - Caja de 11 packs de 1 kg","Dippers de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",11,"11 X 1 KG",11,1,"6e24cdcd39a5b66463bacc58cc283eb7",92,4.1,388,288,227,396.2,296.2,235.2,1800,800,1200,7,2,4,56,0.894501620444444,25365888,27601764.288,1728000000,1.3848,0.08,1200,169.394495412844,0,25144,0,0,25144,0,25144,0,0,0,0,449,0,0,0,449,0,16343.6,0,0,0,0,67350,0,0,0,67350,16343.6,7,66,TRUE,0.000991252504150456
"BR0284","Bastones rectos de brocoli 6x6 mm - clasico - Caja de 11 packs de 1 kg | Ref 8CD","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Fino",11,"11 x 1,0 kg",11,1,"8044f4664ac51a293ecacbd7a3d0fb38",101,4.8,380,282,210,389.6,291.6,219.6,1800,800,1200,8,2,4,64,0.924006528,22503600,24948176.256,1728000000,1.3624,0.1,1550,215.261977573904,0,57430,0,0,57430,57430,0,0,0,0,898,0,0,0,0,898,36180.9,0,0,0,0,134700,0,0,0,0,134700,36180.9,8,77,TRUE,0.00255203611866546
"BR0285","BonsaiPremium Gajos de brocoli 11 x 1 kg | Ref 3T5","Gajos de brocoli","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",11,"11 X 1 KG",11,1,"e740f34d87ef8ba88af8bc4375aaebab",185,4.8,384,286,167,393.6,295.6,176.6,1800,800,1200,10,2,4,80,0.951253937777778,18340608,20547085.056,1728000000,1.3784,0.1,1550,217.79001019368,0,8419,0,0,8419,1315,2993,1959,987,1165,17,38,25,13,15,108,1012.55,2304.61,1234.17,759.99,897.05,2550,5700,3750,1950,2250,16200,6208.37,10,99,TRUE,0.00045903603631897
"BR0286","11 bolsas de 1 kg | Bastones rectos de brocoli 12x12 mm","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",11,"11 X 1,0kg",11,1,"228ba4e5ea3c7574cbd9ce77434d4525",25,4.8,380,282,185,389.6,291.6,194.6,1800,800,1200,9,2,4,72,0.921166344,19824600,22107992.256,1728000000,1.3624,0.1,1550,215.261977573904,0,2671,0,0,2671,417,950,621,313,370,6,14,9,5,6,40,321.09,731.5,478.17,241.01,284.9,900,2100,1350,750,900,6000,2056.67,9,88,TRUE,0.000134731596097777
"BR0287","Brocoli en rejilla - sazonado, con cabo - Caja de 5 packs de 2,5 kg","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"ab2be01db2336d90876b25f646f81b48",132,4.1,386,286,283,394.2,294.2,291.2,1800,800,1200,6,2,4,48,0.938097888,31242068,33771523.968,1728000000,1.3768,0.08,1200,168.415902140673,3201,0,107656,0,110857,0,0,110857,0,0,0,0,2310,0,0,2310,0,0,50439.935,0,0,0,0,346500,0,0,346500,50439.935,6,62.5,TRUE,0.00354832464995595
"BR0288","BonsaiVegetales Pure de brocoli 5 x 2,5 kg","Pure de brocoli","Co-produccion","Guarniciones - Pure","Guarniciones","Forma",12.5,"5 X 2,5 KG",5,2.5,"b8f10d20eb7db7428c07c066fa1e4da0",147,2.7,395,245,214,400,250.4,219.4,1800,800,1200,8,2,4,64,0.813892740740741,20709850,21975104,1728000000,1.3008,0.06,730,96.7975535168196,124709,0,2741,0,127450,19903,45313,29657,14937,17640,311,709,464,234,276,1994,13135.98,27187.8,17794.2,9858.42,11642.4,46650,106350,69600,35100,41400,299100,79618.8,8,87.5,TRUE,0.00615407644188635
"BR0289","Gajos de brocoli - clasico - Caja de 5 packs de 2,5 kg | Ref 0F7","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"fe503fe59c48da80878a0b8f7ad58dcb",202,4.1,383,248,204,391.2,256.2,212.2,1800,800,1200,8,2,4,64,0.787697717333333,19376736,21267838.368,1728000000,1.2948,0.08,1200,158.385321100917,0,46462,0,0,46462,0,0,0,0,46462,0,0,0,0,726,726,0,0,0,0,30200.3,0,0,0,0,108900,108900,30200.3,8,87.5,TRUE,0.00239782386465915
"BR0290","BonsaiPremium Brocoli en rejilla 5 x 2,5 kg","Brocoli en rejilla","Forma estable","Bastones clasicos - Reserva Privada","Bastones clasicos","Forma",12.5,"5 X 2,5 KG",5,2.5,"02cf77de65b70dd77905e2e33d78478f",1,2.7,395,296,291,400,301.4,296.4,1800,800,1200,6,2,3,36,0.744458,34023720,35733984,1728000000,1.4028,0.06,730,104.387767584098,0,34241,0,0,34241,0,34241,0,0,0,0,952,0,0,0,952,0,18490.14,0,0,0,0,142800,0,0,0,142800,18490.14,6,62.5,TRUE,0.00100638613296841
"BR0291","BonsaiGreen Bastones rectos de brocoli 5 x 2,5 kg | Ref BBL","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",12.5,"5 X 2,5 KG",5,2.5,"5a779fb14ea37232001ecf933514d159",71,2.7,395,296,189,400,301.4,194.4,1800,800,1200,9,2,3,54,0.732402,22097880,23436864,1728000000,1.4028,0.06,730,104.387767584098,0,53472,0,0,53472,0,0,0,0,53472,0,0,0,0,991,991,0,0,0,0,28874.88,0,0,0,0,148650,148650,28874.88,9,100,TRUE,0.00241977963496951
"BR0292","16 bolsas de 0,5 kg | Espirales de brocoli","Espirales de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",8,"16 X 0,5 KG",16,0.5,"c36eddeb93ed1ad7e063fda32344745b",156,2.7,395,296,275,400,301.4,280.4,1800,800,1200,6,2,3,36,0.704271333333333,32153000,33805024,1728000000,1.4028,0.06,730,104.387767584098,0,61797,0,0,61797,0,61797,0,0,0,0,1717,0,0,0,1717,0,33370.38,0,0,0,0,257550,0,0,0,257550,33370.38,6,40,TRUE,0.00192196684601748
"BR0293","Gajos de brocoli - frito - Caja de 16 packs de 0,75 kg","Gajos de brocoli","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",12,"16 X 0,75 KG",16,0.75,"79637c70988d89fe3abe191b59c1ed0c",99,4.1,388,288,219,396.2,296.2,227.2,1800,800,1200,7,2,4,56,0.864076395259259,24471936,26662928.768,1728000000,1.3848,0.08,1200,169.394495412844,0,65498,0,0,65498,0,0,0,0,65498,0,0,0,0,1170,1170,0,0,0,0,38316.33,0,0,0,0,175500,175500,38316.33,7,72,TRUE,0.00267645355071213
"BR0294","BonsaiGreen Bastones rectos de brocoli sin gluten 13 x 0,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",9.75,"13 X 0,75 KG",13,0.75,"3cdb44bb6e06ba2151d665a0c599b894",45,2.7,395,296,173,400,301.4,178.4,1800,800,1200,10,2,3,60,0.746802222222222,20227160,21507904,1728000000,1.4028,0.06,730,104.387767584098,0,8197,0,0,8197,0,0,0,0,8197,0,0,0,0,137,137,0,0,0,0,5410.02,0,0,0,0,20550,20550,5410.02,10,87.75,TRUE,0.000405247202276543
"BR0295","Brocoli en rejilla - clasico - Caja de 13 packs de 0,5 kg | Ref XOB","Brocoli en rejilla","Forma estable","Bastones clasicos - Sigilo","Bastones clasicos","Forma",6.5,"13x0,5 kg",13,0.5,"c96df5913565ba35f3e02e744c9a6dde",160,2.7,395,296,224,400,301.4,229.4,1800,800,1200,7,2,3,42,0.672205722222222,26190080,27656464,1728000000,1.4028,0.06,730,104.387767584098,0,27938,0,0,27938,0,27938,0,0,0,0,666,0,0,0,666,0,13410.24,0,0,0,0,99900,0,0,0,99900,13410.24,7,39,TRUE,0.00106673977322712
"BR0296","Bastones rectos de brocoli - clasico - Caja de 11 packs de 1,25 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",13.75,"11 X 1,25 KG",11,1.25,"c96df5913565ba35f3e02e744c9a6dde",160,2.7,395,296,224,400,301.4,229.4,1800,800,1200,7,2,3,42,0.672205722222222,26190080,27656464,1728000000,1.4028,0.06,730,104.387767584098,0,42128,0,0,42128,0,0,0,0,42128,0,0,0,0,1004,1004,0,0,0,0,20221.44,0,0,0,0,150600,150600,20221.44,7,82.5,TRUE,0.00160854796930746
"BR0297","13 bolsas de 0,5 kg | Bastones rectos de brocoli sin gluten, con cabo","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",6.5,"13 X 0,5 KG",13,0.5,"3068e6f2a2ce79314e458b7a6ab57b4d",32,4.1,388,288,144,396.2,296.2,152.2,1800,800,1200,11,2,4,88,0.909605571518518,16091136,17861345.768,1728000000,1.3848,0.08,1200,169.394495412844,0,112903,0,0,112903,0,0,0,0,112903,0,0,0,0,1283,1283,0,0,0,0,58709.56,0,0,0,0,192450,192450,58709.56,11,65,TRUE,0.00701647167732595
"BR0298","Bastones rectos de brocoli - sazonado - Caja de 13 packs de 0,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",6.5,"13 X 0,5 KG",13,0.5,"e86f3262de6efa8372f7a6e317b74e6b",187,4.1,386,286,144,394.2,294.2,152.2,1800,800,1200,11,2,4,88,0.898903093,15897024,17651188.008,1728000000,1.3768,0.08,1200,168.415902140673,0,28852,0,0,28852,0,0,0,0,28852,0,0,0,0,328,328,0,0,0,0,18753.8,0,0,0,0,49200,49200,18753.8,11,65,TRUE,0.00181493089524178
"BR0299","13 bolsas de 1 kg | Bastones rectos de brocoli | Ref B8C","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Grueso",13,"13 X 1 KG",13,1,"600cd59259a79d7fa6a1bffb6451bb8a",76,4.1,386,286,219,394.2,294.2,227.2,1800,800,1200,7,2,4,56,0.853909616,24176724,26349211.008,1728000000,1.3768,0.08,1200,168.415902140673,0,10947,0,0,10947,0,0,0,0,10947,0,0,0,0,196,196,0,0,0,0,7827.105,0,0,0,0,29400,29400,7827.105,7,78,TRUE,0.000452790874396382
"BR0300","13 bolsas de 0,75 kg | Bastones rectos de brocoli 9x9 mm sin gluten, horneado","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",9.75,"13X 0,8 KG",13,0.75,"a231d37bbfd765b2d130853c472c6f8c",121,4.8,379,246,212,388.6,255.6,221.6,1800,800,1200,8,2,4,64,0.815210261333333,19765608,22010677.056,1728000000,1.2884,0.1,1550,203.569826707441,0,537174,0,0,537174,0,166453,370721,0,0,0,2601,5793,0,0,8394,0,93213.68,207603.76,0,0,0,390150,868950,0,0,1259100,300817.44,8,68.25,TRUE,0.0271772059832412
"BR0301","Bastones rectos de brocoli 6x6 mm - clasico - Caja de 11 packs de 1 kg | Ref 4YH","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Fino",11,"11 X 1 KG",11,1,"d8d0e4bd0a27b5d4b00b32f474a5923a",177,4.8,379,246,251,388.6,255.6,260.6,1800,800,1200,6,2,4,48,0.719011036,23401734,25884397.296,1728000000,1.2884,0.1,1550,203.569826707441,0,84080,0,0,84080,0,0,0,84080,0,0,0,0,1752,0,1752,0,0,0,52970.4,0,0,0,0,262800,0,262800,52970.4,6,55,TRUE,0.0035928961503451
"BR0302","Bastones rectos de brocoli 10x10 mm - clasico - Caja de 5 packs de 1,75 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Medio",8.75,"5 X 1,75 KG",5,1.75,"d26d5d6c9610627f969c12fa3f73a697",171,4.8,379,246,207,388.6,255.6,216.6,1800,800,1200,8,2,4,64,0.796816528,19299438,21514046.256,1728000000,1.2884,0.1,1550,203.569826707441,0,743209,0,0,743209,662841,80368,0,0,0,10357,1256,0,0,0,11613,324792.09,50631.84,0,0,0,1553550,188400,0,0,0,1741950,375423.93,8,61.25,TRUE,0.0385093597025986
"BR0303","BonsaiVegetales Rosti de brocoli 2 x 3 kg","Rosti de brocoli","Forma estable","Guarniciones - Legumes Croquetas","Guarniciones","Forma",6,"2 X 3 KG",2,3,"25b51ca97d24c6dd7fdc2fd6f9551dac",29,4.6,380,252,144,389.2,261.2,153.2,1800,800,1200,11,2,4,88,0.793128769481481,13789440,15574164.928,1728000000,1.3008,0.1,1450,192.269113149847,9612,0,0,0,9612,9612,0,0,0,0,110,0,0,0,0,110,6728.4,0,0,0,0,16500,0,0,0,0,16500,6728.4,11,60,TRUE,0.000697055137844612
"BR0304","Bocados de brocoli con mozzarella - clasico - Caja de 5 packs de 1 kg | Ref 3D8","Bocados de brocoli con mozzarella","Co-produccion","Snacks y aperitivos - Queso","Snacks y aperitivos","Forma",5,"5 X 1,0 kg",5,1,"4b244c7cfb71e51bf24fcc396d19c509",55,2.7,393,250,168,398.4,255.4,173.4,1800,800,1200,10,2,4,80,0.816837306666667,16506000,17643685.824,1728000000,1.3076,0.06,730,97.3035677879714,135472,0,16117,0,151589,23672,53895,35274,17766,20982,296,674,441,223,263,1897,14203.2,29103.3,19047.96,10659.6,12589.2,44400,101100,66150,33450,39450,284550,85603.26,10,45,TRUE,0.00918387253120078
"BR0305","Bastones rectos de brocoli 11x11 mm - clasico - Caja de 5 packs de 2,5 kg | Ref F3B","Bastones rectos de brocoli","Estacional","Bastones clasicos - Sigilo","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"125888817c4da192ce9335454b8d4432",8,4.8,379,281,271,388.6,290.6,280.6,1800,800,1200,6,2,4,48,0.880204474888889,28861229,31687361.096,1728000000,1.3584,0.1,1550,214.62996941896,3162,0,25544,164,28870,0,0,28870,0,0,0,0,602,0,0,602,0,0,20209,0,0,0,0,90300,0,0,90300,20209,6,62.5,TRUE,0.00100030390251226
"BR0306","Bastones rectos de brocoli 12x12 mm - clasico - Caja de 5 packs de 2,5 kg","Bastones rectos de brocoli","Estacional","Bastones clasicos - Reserva Privada","Bastones clasicos","Medio",12.5,"5 X 2,5 KG",5,2.5,"bf05ab5b9fe071ca604f12617c73c3ec",154,4.1,386,286,258,394.2,294.2,266.2,1800,800,1200,6,2,4,48,0.857560638,28482168,30872182.968,1728000000,1.3768,0.08,1200,168.415902140673,2,0,890710,0,890712,890712,0,0,0,0,18557,0,0,0,0,18557,405273.96,0,0,0,0,2783550,0,0,0,0,2783550,405273.96,6,62.5,TRUE,0.0312726194157692
"BR0307","Bastones rectos de brocoli 6x6 mm - clasico - Caja de 5 packs de 2,5 kg | Ref 5W7","Bastones rectos de brocoli","Estacional","Bastones clasicos - Legumes Frites","Bastones clasicos","Fino",12.5,"5 X 2,5 KG",5,2.5,"3ee40e049bab5e95db9b552be527cd7d",46,4.8,380,282,261,389.6,291.6,270.6,1800,800,1200,6,2,4,48,0.853948656,27968760,30742151.616,1728000000,1.3624,0.1,1550,215.261977573904,0,36192,0,0,36192,36192,0,0,0,0,754,0,0,0,0,754,25334.4,0,0,0,0,113100,0,0,0,0,113100,25334.4,6,62.5,TRUE,0.00129401517979346
